_id,contract.country,viewDate,Movies.Viewing PCT,Movies.Details.Director.Name
ObjectId(5e13ce3a054a095daa7a4a53),France,2016-01-20,1,Mel Gibson
ObjectId(5e13ce3a054a095daa7a4a54),United States Minor Outlying Islands,2016-01-07,100,Joel Schumacher
ObjectId(5e13ce3a054a095daa7a4a55),Timor-Leste,2016-01-25,98,George Lucas
ObjectId(5e13ce3a054a095daa7a4a56),Holy See (Vatican City State),2016-01-22,100,Shekhar Kapur
ObjectId(5e13ce3a054a095daa7a4a57),Holy See (Vatican City State),2016-01-21,100,Ridley Scott
ObjectId(5e13ce3a054a095daa7a4a58),Holy See (Vatican City State),2016-01-06,100,Steve Carver
ObjectId(5e13ce3a054a095daa7a4a59),Holy See (Vatican City State),2016-01-13,98,Mathieu Amalric
ObjectId(5e13ce3a054a095daa7a4a5a),Holy See (Vatican City State),2016-01-13,98,Steven Soderbergh
ObjectId(5e13ce3a054a095daa7a4a5b),Japan,2016-01-19,100,Lasse Hallstr�m
ObjectId(5e13ce3a054a095daa7a4a5c),Japan,2016-01-13,99,Tamra Davis
ObjectId(5e13ce3a054a095daa7a4a5d),Japan,2016-01-03,4,Amy Holden Jones
ObjectId(5e13ce3a054a095daa7a4a5e),Japan,2016-01-07,100,Richard Linklater
ObjectId(5e13ce3a054a095daa7a4a5f),Japan,2016-01-24,98,Florian Henckel von Donnersmarck
ObjectId(5e13ce3a054a095daa7a4a60),Japan,2016-01-14,98,Bobby Farrelly
ObjectId(5e13ce3a054a095daa7a4a61),Japan,2016-01-09,99,Rob Reiner
ObjectId(5e13ce3a054a095daa7a4a62),Costa Rica,2016-01-10,99,Brad Bird
ObjectId(5e13ce3a054a095daa7a4a63),Costa Rica,2016-01-19,5,David Gelb
ObjectId(5e13ce3a054a095daa7a4a64),Azerbaijan,2016-01-21,70,Allen Hughes
ObjectId(5e13ce3a054a095daa7a4a65),Azerbaijan,2016-01-07,98,Nils Gaup
ObjectId(5e13ce3a054a095daa7a4a66),Azerbaijan,2016-01-27,99,Michael Bay
ObjectId(5e13ce3a054a095daa7a4a67),Lao People_s Democratic Republic,2016-01-18,99,Sidney Lumet
ObjectId(5e13ce3a054a095daa7a4a68),Lao People_s Democratic Republic,2016-01-21,100,Joss Whedon
ObjectId(5e13ce3a054a095daa7a4a69),Lao People_s Democratic Republic,2016-01-23,3,Renny Harlin
ObjectId(5e13ce3a054a095daa7a4a6a),Namibia,2016-01-21,99,Jackie Earle Haley
ObjectId(5e13ce3a054a095daa7a4a6b),Namibia,2016-01-25,100,Eric Leighton
ObjectId(5e13ce3a054a095daa7a4a6c),Namibia,2016-01-24,98,David Cronenberg
ObjectId(5e13ce3a054a095daa7a4a6d),Namibia,2016-01-12,99,Christian Ditter
ObjectId(5e13ce3a054a095daa7a4a6e),Namibia,2016-01-09,99,Rakesh Roshan
ObjectId(5e13ce3a054a095daa7a4a6f),Namibia,2016-01-07,3,Kriv Stenders
ObjectId(5e13ce3a054a095daa7a4a70),Namibia,2016-01-29,100,Gregory Nava
ObjectId(5e13ce3a054a095daa7a4a71),Namibia,2016-01-27,100,Mel Stuart
ObjectId(5e13ce3a054a095daa7a4a72),"Virgin Islands, U.S.",2016-01-10,98,Bille Woodruff
ObjectId(5e13ce3a054a095daa7a4a73),"Virgin Islands, U.S.",2016-01-05,99,
ObjectId(5e13ce3a054a095daa7a4a74),"Virgin Islands, U.S.",2016-01-20,4,Michael Cimino
ObjectId(5e13ce3a054a095daa7a4a75),"Virgin Islands, U.S.",2016-01-10,3,Clare Kilner
ObjectId(5e13ce3a054a095daa7a4a76),"Tanzania, United Republic of",2016-01-11,99,Matt Johnson
ObjectId(5e13ce3a054a095daa7a4a77),Rwanda,2016-01-07,98,Stephen Frears
ObjectId(5e13ce3a054a095daa7a4a78),Rwanda,2016-01-03,98,Kevin Smith
ObjectId(5e13ce3a054a095daa7a4a79),Rwanda,2016-01-27,4,Rob Letterman
ObjectId(5e13ce3a054a095daa7a4a7a),Rwanda,2016-01-24,99,Roman Polanski
ObjectId(5e13ce3a054a095daa7a4a7b),Rwanda,2016-01-25,98,George Tillman Jr.
ObjectId(5e13ce3a054a095daa7a4a7c),Rwanda,2016-01-31,2,John Lee Hancock
ObjectId(5e13ce3a054a095daa7a4a7d),Rwanda,2016-01-22,99,RZA
ObjectId(5e13ce3a054a095daa7a4a7e),Rwanda,2016-01-24,98,Michael Apted
ObjectId(5e13ce3a054a095daa7a4a7f),Rwanda,2016-01-07,100,Brian Baugh
ObjectId(5e13ce3a054a095daa7a4a80),Rwanda,2016-01-17,98,Bryan Singer
ObjectId(5e13ce3a054a095daa7a4a81),Finland,2016-01-07,100,Danny Boyle
ObjectId(5e13ce3a054a095daa7a4a82),Finland,2016-01-01,99,George Hickenlooper
ObjectId(5e13ce3a054a095daa7a4a83),Finland,2016-01-30,100,Tom Green
ObjectId(5e13ce3a054a095daa7a4a84),Finland,2016-01-25,100,Mikel Rueda
ObjectId(5e13ce3a054a095daa7a4a85),Finland,2016-01-16,99,Steven Soderbergh
ObjectId(5e13ce3a054a095daa7a4a86),Finland,2016-01-06,100,
ObjectId(5e13ce3a054a095daa7a4a87),Finland,2016-01-08,4,Tobe Hooper
ObjectId(5e13ce3a054a095daa7a4a88),Finland,2016-01-30,78,James McTeigue
ObjectId(5e13ce3a054a095daa7a4a89),Turkey,2016-01-27,98,Tony Richardson
ObjectId(5e13ce3a054a095daa7a4a8a),Saint Helena,2016-01-18,98,
ObjectId(5e13ce3a054a095daa7a4a8b),Saint Helena,2016-01-03,100,
ObjectId(5e13ce3a054a095daa7a4a8c),Saint Helena,2016-01-17,98,Dan Curtis
ObjectId(5e13ce3a054a095daa7a4a8d),Guinea-Bissau,2016-01-26,99,Rob Reiner
ObjectId(5e13ce3a054a095daa7a4a8e),Guinea-Bissau,2016-01-19,99,McG
ObjectId(5e13ce3a054a095daa7a4a8f),Guinea-Bissau,2016-01-28,99,E.L. Katz
ObjectId(5e13ce3a054a095daa7a4a90),Guinea-Bissau,2016-01-29,1,Hayao Miyazaki
ObjectId(5e13ce3a054a095daa7a4a91),Guinea-Bissau,2016-01-04,100,Kirk Jones
ObjectId(5e13ce3a054a095daa7a4a92),Seychelles,2016-01-23,1,David Dobkin
ObjectId(5e13ce3a054a095daa7a4a93),Libyan Arab Jamahiriya,2016-01-09,98,Andrzej Bartkowiak
ObjectId(5e13ce3a054a095daa7a4a94),Libyan Arab Jamahiriya,2016-01-17,1,Cal Brunker
ObjectId(5e13ce3a054a095daa7a4a95),Libyan Arab Jamahiriya,2016-01-03,100,Bob Saget
ObjectId(5e13ce3a054a095daa7a4a96),Libyan Arab Jamahiriya,2016-01-24,100,David Robert Mitchell
ObjectId(5e13ce3a054a095daa7a4a97),Libyan Arab Jamahiriya,2016-01-10,100,Mike Mayhall
ObjectId(5e13ce3a054a095daa7a4a98),Libyan Arab Jamahiriya,2016-01-19,100,Wayne Kramer
ObjectId(5e13ce3a054a095daa7a4a99),Libyan Arab Jamahiriya,2016-01-14,99,Rod Lurie
ObjectId(5e13ce3a054a095daa7a4a9a),Libyan Arab Jamahiriya,2016-01-01,99,John A. Davis
ObjectId(5e13ce3a054a095daa7a4a9b),Libyan Arab Jamahiriya,2016-01-10,2,John Herzfeld
ObjectId(5e13ce3a054a095daa7a4a9c),Libyan Arab Jamahiriya,2016-01-28,100,Mark Brown
ObjectId(5e13ce3a054a095daa7a4a9d),Yemen,2016-01-10,100,Chris Columbus
ObjectId(5e13ce3a054a095daa7a4a9e),Yemen,2016-01-31,100,Christophe Ali
ObjectId(5e13ce3a054a095daa7a4a9f),Yemen,2016-01-11,100,Zach Braff
ObjectId(5e13ce3a054a095daa7a4aa0),Yemen,2016-01-10,98,James Wan
ObjectId(5e13ce3a054a095daa7a4aa1),Yemen,2016-01-17,98,Greg Tiernan
ObjectId(5e13ce3a054a095daa7a4aa2),Yemen,2016-01-13,99,Brian De Palma
ObjectId(5e13ce3a054a095daa7a4aa3),Yemen,2016-01-31,98,David Webb Peoples
ObjectId(5e13ce3a054a095daa7a4aa4),Yemen,2016-01-06,98,John Curran
ObjectId(5e13ce3a054a095daa7a4aa5),Yemen,2016-01-17,98,Nathan Smith Jones
ObjectId(5e13ce3a054a095daa7a4aa6),Yemen,2016-01-04,98,Brett Ratner
ObjectId(5e13ce3a054a095daa7a4aa7),Yemen,2016-01-20,98,Steven Brill
ObjectId(5e13ce3a054a095daa7a4aa8),Peru,2016-01-18,4,Lewis Gilbert
ObjectId(5e13ce3a054a095daa7a4aa9),Armenia,2016-01-20,100,Robert Zemeckis
ObjectId(5e13ce3a054a095daa7a4aaa),Armenia,2016-01-21,2,Nae Caranfil
ObjectId(5e13ce3a054a095daa7a4aab),Jamaica,2016-01-14,98,Tobe Hooper
ObjectId(5e13ce3a054a095daa7a4aac),New Caledonia,2016-01-21,3,Terry Gilliam
ObjectId(5e13ce3a054a095daa7a4aad),New Caledonia,2016-01-09,98,Nancy Walker
ObjectId(5e13ce3a054a095daa7a4aae),New Caledonia,2016-01-01,99,Michael Spierig
ObjectId(5e13ce3a054a095daa7a4aaf),New Caledonia,2016-01-04,100,Aaron Schneider
ObjectId(5e13ce3a054a095daa7a4ab0),New Caledonia,2016-01-24,1,John Schlesinger
ObjectId(5e13ce3a054a095daa7a4ab1),New Caledonia,2016-01-06,2,David Ayer
ObjectId(5e13ce3a054a095daa7a4ab2),New Caledonia,2016-01-14,100,Kevin Allen
ObjectId(5e13ce3a054a095daa7a4ab3),New Caledonia,2016-01-29,3,
ObjectId(5e13ce3a054a095daa7a4ab4),New Caledonia,2016-01-20,98,Michael Lembeck
ObjectId(5e13ce3a054a095daa7a4ab5),New Caledonia,2016-01-27,99,Oliver Stone
ObjectId(5e13ce3a054a095daa7a4ab6),New Caledonia,2016-01-01,98,Jacques Perrin
ObjectId(5e13ce3a054a095daa7a4ab7),Armenia,2016-01-21,99,Robert Iscove
ObjectId(5e13ce3a054a095daa7a4ab8),Armenia,2016-01-15,98,Martin Scorsese
ObjectId(5e13ce3a054a095daa7a4ab9),Armenia,2016-01-07,98,Peter Faiman
ObjectId(5e13ce3a054a095daa7a4aba),Armenia,2016-01-25,100,Woody Allen
ObjectId(5e13ce3a054a095daa7a4abb),Armenia,2016-01-22,98,Anne Fletcher
ObjectId(5e13ce3a054a095daa7a4abc),Armenia,2016-01-28,2,Pete Docter
ObjectId(5e13ce3a054a095daa7a4abd),Armenia,2016-01-08,100,Stanley Kramer
ObjectId(5e13ce3a054a095daa7a4abe),Armenia,2016-01-03,99,Shane Black
ObjectId(5e13ce3a054a095daa7a4abf),Armenia,2016-01-06,99,Eric Darnell
ObjectId(5e13ce3a054a095daa7a4ac0),Armenia,2016-01-27,100,Zack Ward
ObjectId(5e13ce3a054a095daa7a4ac1),Armenia,2016-01-17,98,Woody Allen
ObjectId(5e13ce3a054a095daa7a4ac2),Armenia,2016-01-27,8,Marc Forster
ObjectId(5e13ce3a054a095daa7a4ac3),Armenia,2016-01-28,99,Claudia Sainte-Luce
ObjectId(5e13ce3a054a095daa7a4ac4),Armenia,2016-01-25,100,Renny Harlin
ObjectId(5e13ce3a054a095daa7a4ac5),Armenia,2016-01-30,2,Tobe Hooper
ObjectId(5e13ce3a054a095daa7a4ac6),Switzerland,2016-01-27,67,Ted Post
ObjectId(5e13ce3a054a095daa7a4ac7),Switzerland,2016-01-03,100,Alfonso Cuar�n
ObjectId(5e13ce3a054a095daa7a4ac8),Switzerland,2016-01-14,98,Babak Najafi
ObjectId(5e13ce3a054a095daa7a4ac9),Switzerland,2016-01-27,5,�mile Gaudreault
ObjectId(5e13ce3a054a095daa7a4aca),Switzerland,2016-01-31,98,Fran�ois Truffaut
ObjectId(5e13ce3a054a095daa7a4acb),Switzerland,2016-01-31,100,Brendan Malloy
ObjectId(5e13ce3a054a095daa7a4acc),Switzerland,2016-01-20,99,David LaChapelle
ObjectId(5e13ce3a054a095daa7a4acd),Switzerland,2016-01-22,98,Mick Jackson
ObjectId(5e13ce3a054a095daa7a4ace),Switzerland,2016-01-31,99,Rob Minkoff
ObjectId(5e13ce3a054a095daa7a4acf),Switzerland,2016-01-13,98,Nick Cassavetes
ObjectId(5e13ce3a054a095daa7a4ad0),Denmark,2016-01-15,100,Carl Rinsch
ObjectId(5e13ce3a054a095daa7a4ad1),Denmark,2016-01-19,98,David O. Russell
ObjectId(5e13ce3a054a095daa7a4ad2),Denmark,2016-01-29,100,Gabor Csupo
ObjectId(5e13ce3a054a095daa7a4ad3),Denmark,2016-01-10,98,Thomas Vinterberg
ObjectId(5e13ce3a054a095daa7a4ad4),Denmark,2016-01-27,4,Jon Hurwitz
ObjectId(5e13ce3a054a095daa7a4ad5),Denmark,2016-01-20,100,Kevin Reynolds
ObjectId(5e13ce3a054a095daa7a4ad6),Denmark,2016-01-02,63,J.B. Rogers
ObjectId(5e13ce3a054a095daa7a4ad7),Denmark,2016-01-10,99,Guy Ritchie
ObjectId(5e13ce3a054a095daa7a4ad8),Denmark,2016-01-31,99,Steve Barron
ObjectId(5e13ce3a054a095daa7a4ad9),Denmark,2016-01-17,98,McG
ObjectId(5e13ce3a054a095daa7a4ada),Tokelau,2016-01-19,100,Renny Harlin
ObjectId(5e13ce3a054a095daa7a4adb),Tokelau,2016-01-13,100,Roman Polanski
ObjectId(5e13ce3a054a095daa7a4adc),Tokelau,2016-01-27,100,Enrique Begne
ObjectId(5e13ce3a054a095daa7a4add),Tokelau,2016-01-23,100,Gary Shore
ObjectId(5e13ce3a054a095daa7a4ade),Tokelau,2016-01-19,100,Kari Skogland
ObjectId(5e13ce3a054a095daa7a4adf),Tokelau,2016-01-14,3,Rob Reiner
ObjectId(5e13ce3a054a095daa7a4ae0),Tokelau,2016-01-10,99,
ObjectId(5e13ce3a054a095daa7a4ae1),Tokelau,2016-01-28,100,Frank Perry
ObjectId(5e13ce3a054a095daa7a4ae2),Tokelau,2016-01-26,98,Nicholas Stoller
ObjectId(5e13ce3a054a095daa7a4ae3),Tokelau,2016-01-06,3,Fenton Bailey
ObjectId(5e13ce3a054a095daa7a4ae4),Tokelau,2016-01-15,99,David Frankel
ObjectId(5e13ce3a054a095daa7a4ae5),Dominican Republic,2016-01-13,98,Anne Fontaine
ObjectId(5e13ce3a054a095daa7a4ae6),Dominican Republic,2016-01-14,98,Aaron Hann
ObjectId(5e13ce3a054a095daa7a4ae7),Dominican Republic,2016-01-29,1,Leslie Small
ObjectId(5e13ce3a054a095daa7a4ae8),Dominican Republic,2016-01-09,100,Jaume Collet-Serra
ObjectId(5e13ce3a054a095daa7a4ae9),Dominican Republic,2016-01-27,100,Paul King
ObjectId(5e13ce3a054a095daa7a4aea),Dominican Republic,2016-01-05,100,Jon Turteltaub
ObjectId(5e13ce3a054a095daa7a4aeb),Dominican Republic,2016-01-11,99,Jean-Luc Godard
ObjectId(5e13ce3a054a095daa7a4aec),Dominican Republic,2016-01-24,98,Darren Lynn Bousman
ObjectId(5e13ce3a054a095daa7a4aed),Dominican Republic,2016-01-26,4,Nathan Greno
ObjectId(5e13ce3a054a095daa7a4aee),Dominican Republic,2016-01-11,98,Christian Duguay
ObjectId(5e13ce3a054a095daa7a4aef),Dominican Republic,2016-01-27,99,Tom Seidman
ObjectId(5e13ce3a054a095daa7a4af0),Dominican Republic,2016-01-20,98,Tony Scott
ObjectId(5e13ce3a054a095daa7a4af1),Dominican Republic,2016-01-08,5,F. Gary Gray
ObjectId(5e13ce3a054a095daa7a4af2),Dominican Republic,2016-01-01,98,Nicole Holofcener
ObjectId(5e13ce3a054a095daa7a4af3),Argentina,2016-01-11,100,Martin Scorsese
ObjectId(5e13ce3a054a095daa7a4af4),Argentina,2016-01-31,98,Stephen Frears
ObjectId(5e13ce3a054a095daa7a4af5),Argentina,2016-01-01,99,Jon Cassar
ObjectId(5e13ce3a054a095daa7a4af6),Argentina,2016-01-19,99,Peter Berg
ObjectId(5e13ce3a054a095daa7a4af7),Argentina,2016-01-27,99,Steven Spielberg
ObjectId(5e13ce3a054a095daa7a4af8),Argentina,2016-01-19,99,Malcolm D. Lee
ObjectId(5e13ce3a054a095daa7a4af9),Argentina,2016-01-21,100,Karen Moncrieff
ObjectId(5e13ce3a054a095daa7a4afa),Argentina,2016-01-22,100,Jonathan Hensleigh
ObjectId(5e13ce3a054a095daa7a4afb),Rwanda,2016-01-05,98,Walter Hill
ObjectId(5e13ce3a054a095daa7a4afc),Rwanda,2016-01-15,98,Yorgos Lanthimos
ObjectId(5e13ce3a054a095daa7a4afd),Rwanda,2016-01-25,100,Ruben Fleischer
ObjectId(5e13ce3a054a095daa7a4afe),Rwanda,2016-01-17,63,
ObjectId(5e13ce3a054a095daa7a4aff),Rwanda,2016-01-26,100,Gerard Johnstone
ObjectId(5e13ce3a054a095daa7a4b00),Rwanda,2016-01-26,100,Steven Soderbergh
ObjectId(5e13ce3a054a095daa7a4b01),Rwanda,2016-01-21,99,Harold Becker
ObjectId(5e13ce3a054a095daa7a4b02),Rwanda,2016-01-03,98,Eric Schaeffer
ObjectId(5e13ce3a054a095daa7a4b03),Rwanda,2016-01-02,100,John Woo
ObjectId(5e13ce3a054a095daa7a4b04),Rwanda,2016-01-27,99,Tom McCarthy
ObjectId(5e13ce3a054a095daa7a4b05),Guinea-Bissau,2016-01-27,100,Eric Blakeney
ObjectId(5e13ce3a054a095daa7a4b06),Gabon,2016-01-29,98,Darren Aronofsky
ObjectId(5e13ce3a054a095daa7a4b07),Pakistan,2016-01-07,100,Steve Pink
ObjectId(5e13ce3a054a095daa7a4b08),Pakistan,2016-01-17,98,D.J. Caruso
ObjectId(5e13ce3a054a095daa7a4b09),Pakistan,2016-01-21,86,
ObjectId(5e13ce3a054a095daa7a4b0a),Pakistan,2016-01-21,100,Rob Zombie
ObjectId(5e13ce3a054a095daa7a4b0b),Pakistan,2016-01-17,100,Sofia Coppola
ObjectId(5e13ce3a054a095daa7a4b0c),Pakistan,2016-01-05,5,Kaige Chen
ObjectId(5e13ce3a054a095daa7a4b0d),Pakistan,2016-01-22,100,James DeMonaco
ObjectId(5e13ce3a054a095daa7a4b0e),Pakistan,2016-01-21,99,Nathan Smith Jones
ObjectId(5e13ce3a054a095daa7a4b0f),Pakistan,2016-01-15,98,Lauren Lazin
ObjectId(5e13ce3a054a095daa7a4b10),Swaziland,2016-01-23,100,Rohan Sippy
ObjectId(5e13ce3a054a095daa7a4b11),Benin,2016-01-28,100,Vera Farmiga
ObjectId(5e13ce3a054a095daa7a4b12),Benin,2016-01-30,5,Robert Duvall
ObjectId(5e13ce3a054a095daa7a4b13),Benin,2016-01-09,100,Scott Derrickson
ObjectId(5e13ce3a054a095daa7a4b14),Benin,2016-01-09,2,J.A. Bayona
ObjectId(5e13ce3a054a095daa7a4b15),Benin,2016-01-09,100,John Carpenter
ObjectId(5e13ce3a054a095daa7a4b16),Viet Nam,2016-01-21,5,Elia Kazan
ObjectId(5e13ce3a054a095daa7a4b17),Viet Nam,2016-01-02,100,James Bobin
ObjectId(5e13ce3a054a095daa7a4b18),Viet Nam,2016-01-26,98,Kirk Jones
ObjectId(5e13ce3a054a095daa7a4b19),Viet Nam,2016-01-22,5,Simon Wincer
ObjectId(5e13ce3a054a095daa7a4b1a),Viet Nam,2016-01-31,5,Jon Favreau
ObjectId(5e13ce3a054a095daa7a4b1b),Morocco,2016-01-29,98,Jake Kasdan
ObjectId(5e13ce3a054a095daa7a4b1c),Morocco,2016-01-17,100,Brendan Malloy
ObjectId(5e13ce3a054a095daa7a4b1d),Morocco,2016-01-03,100,John Frankenheimer
ObjectId(5e13ce3a054a095daa7a4b1e),Morocco,2016-01-27,1,Mel Brooks
ObjectId(5e13ce3a054a095daa7a4b1f),Morocco,2016-01-12,100,Marcus Raboy
ObjectId(5e13ce3a054a095daa7a4b20),Belarus,2016-01-12,100,Mark Sandrich
ObjectId(5e13ce3a054a095daa7a4b21),Belarus,2016-01-17,100,Robert Butler
ObjectId(5e13ce3a054a095daa7a4b22),Cayman Islands,2016-01-10,100,Kevin Brodie
ObjectId(5e13ce3a054a095daa7a4b23),Cayman Islands,2016-01-26,100,Hugh Hudson
ObjectId(5e13ce3a054a095daa7a4b24),Cayman Islands,2016-01-20,100,John Patrick Shanley
ObjectId(5e13ce3a054a095daa7a4b25),Cayman Islands,2016-01-25,3,Robert Luketic
ObjectId(5e13ce3a054a095daa7a4b26),Cayman Islands,2016-01-22,99,David S. Goyer
ObjectId(5e13ce3a054a095daa7a4b27),Netherlands,2016-01-18,98,John Moore
ObjectId(5e13ce3a054a095daa7a4b28),Netherlands,2016-01-07,99,George Tillman Jr.
ObjectId(5e13ce3a054a095daa7a4b29),Netherlands,2016-01-08,98,Peter Sohn
ObjectId(5e13ce3a054a095daa7a4b2a),Netherlands,2016-01-22,98,Lori Petty
ObjectId(5e13ce3a054a095daa7a4b2b),Azerbaijan,2016-01-20,100,Jonathan Levine
ObjectId(5e13ce3a054a095daa7a4b2c),Azerbaijan,2016-01-13,100,Stephen Frears
ObjectId(5e13ce3a054a095daa7a4b2d),Azerbaijan,2016-01-30,18,Quentin Tarantino
ObjectId(5e13ce3a054a095daa7a4b2e),Azerbaijan,2016-01-20,99,Jeffrey W. Byrd
ObjectId(5e13ce3a054a095daa7a4b2f),Azerbaijan,2016-01-04,99,Joshua Marston
ObjectId(5e13ce3a054a095daa7a4b30),Azerbaijan,2016-01-18,98,Malcolm D. Lee
ObjectId(5e13ce3a054a095daa7a4b31),Azerbaijan,2016-01-24,3,Kerry Conran
ObjectId(5e13ce3a054a095daa7a4b32),Azerbaijan,2016-01-07,99,Jan de Bont
ObjectId(5e13ce3a054a095daa7a4b33),Azerbaijan,2016-01-08,2,McG
ObjectId(5e13ce3a054a095daa7a4b34),Somalia,2016-01-15,98,Uwe Boll
ObjectId(5e13ce3a054a095daa7a4b35),Somalia,2016-01-18,99,Clint Eastwood
ObjectId(5e13ce3a054a095daa7a4b36),Somalia,2016-01-30,99,Peyton Reed
ObjectId(5e13ce3a054a095daa7a4b37),Somalia,2016-01-13,98,Claude Chabrol
ObjectId(5e13ce3a054a095daa7a4b38),Somalia,2016-01-05,1,Miguel Arteta
ObjectId(5e13ce3a054a095daa7a4b39),Somalia,2016-01-17,4,Alejandro Amen�bar
ObjectId(5e13ce3a054a095daa7a4b3a),Ethiopia,2016-01-26,100,Robert Zemeckis
ObjectId(5e13ce3a054a095daa7a4b3b),Ethiopia,2016-01-10,99,Louis Leterrier
ObjectId(5e13ce3a054a095daa7a4b3c),Ethiopia,2016-01-18,100,Howard Hawks
ObjectId(5e13ce3a054a095daa7a4b3d),Ethiopia,2016-01-13,100,Steve Miner
ObjectId(5e13ce3a054a095daa7a4b3e),Ethiopia,2016-01-06,99,J.S. Cardone
ObjectId(5e13ce3a054a095daa7a4b3f),Ethiopia,2016-01-07,98,Malcolm D. Lee
ObjectId(5e13ce3a054a095daa7a4b40),Suriname,2016-01-01,98,Jez Butterworth
ObjectId(5e13ce3a054a095daa7a4b41),Suriname,2016-01-02,100,Clark Gregg
ObjectId(5e13ce3a054a095daa7a4b42),Suriname,2016-01-01,100,Chuck Russell
ObjectId(5e13ce3a054a095daa7a4b43),Suriname,2016-01-21,98,James Algar
ObjectId(5e13ce3a054a095daa7a4b44),Suriname,2016-01-04,100,Jimmy Hayward
ObjectId(5e13ce3a054a095daa7a4b45),Suriname,2016-01-14,98,Peter Cattaneo
ObjectId(5e13ce3a054a095daa7a4b46),Suriname,2016-01-14,100,Alex Rivera
ObjectId(5e13ce3a054a095daa7a4b47),Suriname,2016-01-02,98,Billy Bob Thornton
ObjectId(5e13ce3a054a095daa7a4b48),Suriname,2016-01-03,100,Taylor Hackford
ObjectId(5e13ce3a054a095daa7a4b49),Suriname,2016-01-30,98,Scott Derrickson
ObjectId(5e13ce3a054a095daa7a4b4a),Suriname,2016-01-07,100,Dan Curtis
ObjectId(5e13ce3a054a095daa7a4b4b),Luxembourg,2016-01-22,99,Nadine Labaki
ObjectId(5e13ce3a054a095daa7a4b4c),Luxembourg,2016-01-09,99,Enrique Begne
ObjectId(5e13ce3a054a095daa7a4b4d),Luxembourg,2016-01-17,100,Harold Cronk
ObjectId(5e13ce3a054a095daa7a4b4e),Luxembourg,2016-01-27,100,Phil Joanou
ObjectId(5e13ce3a054a095daa7a4b4f),Luxembourg,2016-01-16,100,Woody Allen
ObjectId(5e13ce3a054a095daa7a4b50),Luxembourg,2016-01-03,98,Robert Iscove
ObjectId(5e13ce3a054a095daa7a4b51),Luxembourg,2016-01-06,100,Paul Bunnell
ObjectId(5e13ce3a054a095daa7a4b52),Luxembourg,2016-01-31,1,Stephen Norrington
ObjectId(5e13ce3a054a095daa7a4b53),Luxembourg,2016-01-28,66,DJ Pooh
ObjectId(5e13ce3a054a095daa7a4b54),Luxembourg,2016-01-15,100,John McNaughton
ObjectId(5e13ce3a054a095daa7a4b55),Bahamas,2016-01-23,100,Ron Howard
ObjectId(5e13ce3a054a095daa7a4b56),Bahamas,2016-01-10,2,Taedong Park
ObjectId(5e13ce3a054a095daa7a4b57),British Indian Ocean Territory,2016-01-02,100,Barry W. Blaustein
ObjectId(5e13ce3a054a095daa7a4b58),British Indian Ocean Territory,2016-01-19,99,Ang Lee
ObjectId(5e13ce3a054a095daa7a4b59),British Indian Ocean Territory,2016-01-01,100,John Madden
ObjectId(5e13ce3a054a095daa7a4b5a),British Indian Ocean Territory,2016-01-20,98,Adam Rifkin
ObjectId(5e13ce3a054a095daa7a4b5b),British Indian Ocean Territory,2016-01-20,99,Amy Heckerling
ObjectId(5e13ce3a054a095daa7a4b5c),British Indian Ocean Territory,2016-01-11,98,Chris Columbus
ObjectId(5e13ce3a054a095daa7a4b5d),British Indian Ocean Territory,2016-01-19,98,Stephen Sommers
ObjectId(5e13ce3a054a095daa7a4b5e),British Indian Ocean Territory,2016-01-14,99,Neal Brennan
ObjectId(5e13ce3a054a095daa7a4b5f),Central African Republic,2016-01-29,2,Mike Mills
ObjectId(5e13ce3a054a095daa7a4b60),Central African Republic,2016-01-17,3,Jon Knautz
ObjectId(5e13ce3a054a095daa7a4b61),Central African Republic,2016-01-12,98,Simon Wincer
ObjectId(5e13ce3a054a095daa7a4b62),Central African Republic,2016-01-01,98,Seth Gordon
ObjectId(5e13ce3a054a095daa7a4b63),Central African Republic,2016-01-29,98,Ray Lawrence
ObjectId(5e13ce3a054a095daa7a4b64),Central African Republic,2016-01-20,99,Brandon Camp
ObjectId(5e13ce3a054a095daa7a4b65),Central African Republic,2016-01-27,98,James Wan
ObjectId(5e13ce3a054a095daa7a4b66),Central African Republic,2016-01-13,100,Tanner Beard
ObjectId(5e13ce3a054a095daa7a4b67),Saint Kitts and Nevis,2016-01-11,98,Alexander Payne
ObjectId(5e13ce3a054a095daa7a4b68),Saint Kitts and Nevis,2016-01-11,99,Jason Reitman
ObjectId(5e13ce3a054a095daa7a4b69),Saint Kitts and Nevis,2016-01-15,98,Gregory Jacobs
ObjectId(5e13ce3a054a095daa7a4b6a),Saint Kitts and Nevis,2016-01-04,100,Don Mancini
ObjectId(5e13ce3a054a095daa7a4b6b),Bangladesh,2016-01-09,98,David O. Russell
ObjectId(5e13ce3a054a095daa7a4b6c),Bangladesh,2016-01-29,99,Duke Johnson
ObjectId(5e13ce3a054a095daa7a4b6d),Bangladesh,2016-01-13,99,Woody Allen
ObjectId(5e13ce3a054a095daa7a4b6e),Bangladesh,2016-01-10,5,Derek Cianfrance
ObjectId(5e13ce3a054a095daa7a4b6f),Bangladesh,2016-01-17,98,Douglas Cheek
ObjectId(5e13ce3a054a095daa7a4b70),Bangladesh,2016-01-02,4,Jon Favreau
ObjectId(5e13ce3a054a095daa7a4b71),Bangladesh,2016-01-17,100,Alex Garland
